age,workclass,education,occupation,native-country,class
33, Private, Assoc-voc, Craft-repair, United-States, <=50K
51, Private, HS-grad, Other-service, United-States, <=50K
54, Private, HS-grad, Craft-repair, United-States, <=50K
24, Private, Some-college, Protective-serv, United-States, <=50K
54, Private, Some-college, Exec-managerial, Germany, <=50K
42, Private, Bachelors, Exec-managerial, United-States, >50K
51, Federal-gov, Masters, Sales, El-Salvador, >50K
41, Private, Some-college, Adm-clerical, United-States, >50K
47, Local-gov, Assoc-acdm, Exec-managerial, United-States, <=50K
31, State-gov, Some-college, Adm-clerical, United-States, <=50K
21, Private, Assoc-voc, Craft-repair, United-States, <=50K
52, Private, Some-college, Exec-managerial, United-States, <=50K
20, Private, Some-college, Prof-specialty, United-States, <=50K
18, Private, HS-grad, Sales, United-States, <=50K
58, Private, HS-grad, Priv-house-serv, Philippines, <=50K
23, Private, HS-grad, Adm-clerical, United-States, <=50K
21, Private, Some-college, Sales, United-States, <=50K
43, State-gov, Assoc-voc, Protective-serv, United-States, <=50K
53, Private, HS-grad, Machine-op-inspct, United-States, <=50K
18, Private, HS-grad, Exec-managerial, United-States, <=50K
44, Private, Bachelors, Exec-managerial, United-States, >50K
31, Private, Bachelors, Prof-specialty, United-States, <=50K
48, Private, 1st-4th, Other-service, United-States, <=50K
55, Self-emp-inc, Masters, Prof-specialty, United-States, <=50K
24, Private, Some-college, Adm-clerical, United-States, <=50K
41, State-gov, Masters, Prof-specialty, United-States, >50K
35, Private, HS-grad, Craft-repair, United-States, >50K
47, Local-gov, Assoc-voc, Adm-clerical, United-States, <=50K
54, Private, Some-college, Sales, United-States, <=50K
40, Private, Bachelors, Sales, United-States, <=50K
56, Self-emp-not-inc, Some-college, Sales, United-States, <=50K
23, Private, Assoc-voc, Tech-support, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Craft-repair, United-States, <=50K
27, Local-gov, HS-grad, Craft-repair, United-States, <=50K
32, Private, Bachelors, Prof-specialty, United-States, >50K
72, Self-emp-not-inc, Some-college, Farming-fishing, United-States, <=50K
43, Local-gov, 12th, Transport-moving, United-States, <=50K
32, Private, Assoc-acdm, Prof-specialty, United-States, <=50K
53, Private, Some-college, Adm-clerical, Cuba, <=50K
18, Private, 12th, Other-service, United-States, <=50K
38, Private, 10th, Transport-moving, United-States, <=50K
41, Federal-gov, Assoc-voc, Adm-clerical, United-States, <=50K
29, Private, HS-grad, Craft-repair, United-States, <=50K
70, ?, Some-college, ?, United-States, >50K
46, Self-emp-inc, Bachelors, Exec-managerial, ?, <=50K
47, Private, Some-college, Adm-clerical, United-States, <=50K
56, Local-gov, Some-college, Adm-clerical, United-States, <=50K
28, Private, HS-grad, Craft-repair, United-States, <=50K
55, State-gov, Prof-school, Prof-specialty, United-States, >50K
50, State-gov, Bachelors, Prof-specialty, United-States, <=50K
47, Private, 11th, Adm-clerical, United-States, <=50K
42, Self-emp-inc, HS-grad, Exec-managerial, United-States, <=50K
22, Private, Some-college, Machine-op-inspct, United-States, <=50K
42, Private, 5th-6th, Other-service, Mexico, <=50K
42, Federal-gov, Some-college, Exec-managerial, United-States, <=50K
46, Private, HS-grad, Exec-managerial, United-States, <=50K
45, Private, Some-college, Sales, United-States, >50K
55, Private, HS-grad, Exec-managerial, United-States, <=50K
57, Private, Bachelors, Protective-serv, United-States, >50K
25, Private, 12th, Craft-repair, United-States, <=50K
43, Private, HS-grad, Transport-moving, Dominican-Republic, <=50K
34, Self-emp-inc, Bachelors, Farming-fishing, United-States, <=50K
27, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
25, Private, HS-grad, Machine-op-inspct, United-States, <=50K
37, Private, Some-college, Exec-managerial, United-States, <=50K
48, Private, Some-college, Sales, United-States, <=50K
38, Private, HS-grad, Other-service, United-States, <=50K
17, Private, 10th, Craft-repair, United-States, <=50K
70, Private, Assoc-voc, Machine-op-inspct, United-States, >50K
37, Private, HS-grad, Adm-clerical, United-States, <=50K
45, Private, HS-grad, Craft-repair, United-States, <=50K
56, Private, HS-grad, Sales, United-States, >50K
64, Private, HS-grad, Machine-op-inspct, United-States, <=50K
35, Local-gov, Some-college, Adm-clerical, United-States, <=50K
23, Private, HS-grad, Sales, United-States, <=50K
42, Local-gov, HS-grad, Protective-serv, United-States, <=50K
23, Private, Some-college, Handlers-cleaners, United-States, <=50K
26, ?, Some-college, ?, United-States, <=50K
56, Local-gov, HS-grad, Transport-moving, United-States, >50K
41, Private, Bachelors, Prof-specialty, United-States, >50K
47, Self-emp-not-inc, 5th-6th, Sales, Mexico, <=50K
21, Private, Some-college, Handlers-cleaners, United-States, <=50K
29, Private, HS-grad, Craft-repair, United-States, <=50K
32, State-gov, Some-college, Farming-fishing, United-States, <=50K
72, Private, 9th, Other-service, United-States, <=50K
69, Self-emp-not-inc, Prof-school, Prof-specialty, United-States, >50K
19, Private, Some-college, Adm-clerical, United-States, <=50K
25, Local-gov, Bachelors, Craft-repair, United-States, <=50K
56, Private, Some-college, Sales, United-States, >50K
42, Private, Masters, Prof-specialty, United-States, >50K
58, Private, Bachelors, Exec-managerial, United-States, <=50K
24, Private, Bachelors, Tech-support, United-States, <=50K
41, Private, Assoc-voc, Tech-support, United-States, >50K
40, Private, 10th, Exec-managerial, United-States, >50K
37, Private, HS-grad, Other-service, ?, <=50K
25, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
43, Self-emp-inc, Bachelors, Sales, Philippines, >50K
36, Private, HS-grad, Craft-repair, United-States, <=50K
41, Private, HS-grad, Machine-op-inspct, United-States, <=50K
31, Private, Bachelors, Prof-specialty, United-States, <=50K
22, Private, HS-grad, Exec-managerial, United-States, <=50K
36, Private, Assoc-voc, Craft-repair, United-States, <=50K
42, Private, 10th, Machine-op-inspct, United-States, <=50K
29, Private, HS-grad, Craft-repair, United-States, <=50K
25, Private, HS-grad, Adm-clerical, United-States, <=50K
23, Private, Bachelors, Exec-managerial, United-States, <=50K
34, Private, HS-grad, Sales, United-States, <=50K
27, Private, HS-grad, Adm-clerical, United-States, <=50K
32, Private, Bachelors, Sales, United-States, >50K
33, Private, Some-college, Prof-specialty, United-States, <=50K
38, Private, Bachelors, Exec-managerial, United-States, <=50K
21, Private, Some-college, Machine-op-inspct, ?, <=50K
39, Private, Assoc-voc, Craft-repair, United-States, <=50K
50, Private, Bachelors, Exec-managerial, United-States, >50K
32, Private, Some-college, Adm-clerical, United-States, <=50K
40, Federal-gov, HS-grad, Exec-managerial, United-States, >50K
58, Federal-gov, Some-college, Exec-managerial, United-States, >50K
20, Private, HS-grad, Adm-clerical, United-States, <=50K
63, ?, HS-grad, ?, United-States, <=50K
56, Private, Bachelors, Adm-clerical, United-States, <=50K
30, Local-gov, Bachelors, Protective-serv, United-States, <=50K
39, Private, Some-college, Exec-managerial, United-States, <=50K
25, Private, Assoc-acdm, Prof-specialty, United-States, >50K
33, Private, HS-grad, Machine-op-inspct, United-States, >50K
41, State-gov, Bachelors, Prof-specialty, United-States, <=50K
50, Private, Some-college, Craft-repair, United-States, <=50K
44, Private, Some-college, Transport-moving, United-States, <=50K
27, Private, Bachelors, Exec-managerial, United-States, <=50K
27, Private, Bachelors, Prof-specialty, United-States, >50K
58, Private, 5th-6th, Machine-op-inspct, Italy, <=50K
25, Private, Some-college, Tech-support, Mexico, <=50K
31, Private, HS-grad, Machine-op-inspct, United-States, <=50K
39, Private, HS-grad, Exec-managerial, United-States, >50K
55, Private, Assoc-voc, Craft-repair, United-States, >50K
22, Private, Assoc-voc, Other-service, United-States, <=50K
44, Private, Assoc-acdm, Exec-managerial, United-States, <=50K
41, ?, Assoc-voc, ?, ?, <=50K
44, Private, 12th, Transport-moving, United-States, <=50K
61, Private, 7th-8th, Farming-fishing, United-States, <=50K
32, Private, Assoc-voc, Machine-op-inspct, United-States, <=50K
35, Private, Bachelors, Exec-managerial, United-States, >50K
28, Private, Some-college, Craft-repair, United-States, <=50K
57, Private, Bachelors, Exec-managerial, Philippines, >50K
32, Private, Doctorate, Prof-specialty, United-States, >50K
46, State-gov, 7th-8th, Other-service, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Other-service, United-States, <=50K
43, Self-emp-inc, HS-grad, Craft-repair, United-States, <=50K
62, Local-gov, HS-grad, Other-service, United-States, <=50K
60, State-gov, Masters, Prof-specialty, China, >50K
67, Private, HS-grad, Sales, United-States, <=50K
19, Private, HS-grad, Sales, United-States, <=50K
55, ?, HS-grad, ?, United-States, <=50K
48, Private, 10th, Craft-repair, United-States, >50K
19, State-gov, HS-grad, Adm-clerical, United-States, <=50K
19, Private, Some-college, Other-service, United-States, <=50K
43, Private, HS-grad, Exec-managerial, United-States, <=50K
31, Private, Doctorate, Prof-specialty, United-States, <=50K
65, Private, Some-college, Exec-managerial, United-States, <=50K
32, Private, HS-grad, Machine-op-inspct, United-States, <=50K
36, State-gov, Masters, Prof-specialty, United-States, >50K
41, Private, HS-grad, Machine-op-inspct, Mexico, <=50K
33, Local-gov, Some-college, Protective-serv, United-States, <=50K
72, ?, 10th, ?, United-States, <=50K
34, Private, Bachelors, Sales, United-States, >50K
27, Private, Some-college, Craft-repair, United-States, <=50K
75, Self-emp-inc, 11th, Exec-managerial, United-States, <=50K
39, ?, 10th, ?, United-States, <=50K
51, Private, HS-grad, Craft-repair, United-States, >50K
47, Private, HS-grad, Farming-fishing, United-States, <=50K
31, Private, Some-college, Prof-specialty, United-States, <=50K
40, Private, Masters, Exec-managerial, United-States, >50K
48, Private, HS-grad, Sales, United-States, <=50K
36, Local-gov, Bachelors, Protective-serv, United-States, <=50K
18, Private, HS-grad, Other-service, United-States, <=50K
33, Private, HS-grad, Exec-managerial, United-States, <=50K
34, Private, Masters, Sales, United-States, <=50K
51, Private, Some-college, Craft-repair, United-States, >50K
39, State-gov, Assoc-acdm, Prof-specialty, United-States, <=50K
20, Private, HS-grad, Other-service, United-States, <=50K
67, Local-gov, Some-college, Adm-clerical, United-States, <=50K
42, Private, Assoc-voc, Adm-clerical, United-States, <=50K
59, Private, 11th, Machine-op-inspct, United-States, <=50K
31, Local-gov, HS-grad, Protective-serv, United-States, <=50K
19, Private, Some-college, Other-service, United-States, <=50K
47, Private, Some-college, Exec-managerial, United-States, <=50K
68, Private, 7th-8th, Other-service, United-States, <=50K
30, Private, Some-college, Handlers-cleaners, United-States, <=50K
34, Private, HS-grad, Handlers-cleaners, United-States, <=50K
49, Private, 7th-8th, Machine-op-inspct, United-States, <=50K
38, Private, Some-college, Craft-repair, United-States, >50K
60, Private, Some-college, Sales, United-States, >50K
51, Private, Some-college, Sales, ?, >50K
24, Private, Bachelors, Adm-clerical, United-States, <=50K
18, Private, Some-college, Handlers-cleaners, United-States, <=50K
24, Private, Bachelors, Exec-managerial, United-States, <=50K
21, Private, 5th-6th, Other-service, Mexico, <=50K
48, Local-gov, HS-grad, Tech-support, United-States, >50K
52, Local-gov, 9th, Other-service, United-States, <=50K
48, Private, HS-grad, Handlers-cleaners, United-States, <=50K
40, Federal-gov, Bachelors, Prof-specialty, United-States, >50K
29, ?, 11th, ?, United-States, <=50K
20, Private, Some-college, Tech-support, United-States, <=50K
31, Private, HS-grad, Sales, United-States, <=50K
30, Private, Some-college, Exec-managerial, United-States, <=50K
30, Private, HS-grad, Craft-repair, ?, <=50K
51, Private, HS-grad, Handlers-cleaners, United-States, <=50K
29, Private, Assoc-voc, Exec-managerial, United-States, <=50K
56, Self-emp-not-inc, Masters, Sales, United-States, <=50K
46, Private, Bachelors, Tech-support, United-States, <=50K
41, Private, Some-college, Prof-specialty, United-States, <=50K
29, Private, 5th-6th, Other-service, El-Salvador, <=50K
48, Self-emp-not-inc, HS-grad, Exec-managerial, South, <=50K
34, Self-emp-inc, HS-grad, Sales, United-States, <=50K
42, Self-emp-not-inc, Assoc-voc, Exec-managerial, United-States, <=50K
25, Private, HS-grad, Other-service, Columbia, <=50K
47, Private, 11th, Other-service, United-States, <=50K
23, Private, HS-grad, Sales, United-States, <=50K
43, Local-gov, Assoc-voc, Transport-moving, United-States, <=50K
19, Local-gov, Some-college, Other-service, United-States, <=50K
22, Private, HS-grad, Handlers-cleaners, United-States, <=50K
40, Local-gov, Bachelors, Prof-specialty, United-States, <=50K
41, Self-emp-not-inc, Assoc-voc, Craft-repair, Yugoslavia, <=50K
71, Self-emp-inc, Bachelors, Exec-managerial, United-States, >50K
42, Private, HS-grad, Adm-clerical, United-States, <=50K
31, State-gov, Bachelors, Adm-clerical, United-States, <=50K
69, ?, Some-college, ?, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Farming-fishing, United-States, <=50K
36, Private, 11th, Other-service, United-States, <=50K
31, Private, HS-grad, Transport-moving, United-States, <=50K
20, ?, Some-college, ?, United-States, <=50K
41, Private, HS-grad, Adm-clerical, United-States, <=50K
35, Private, Some-college, Craft-repair, United-States, <=50K
62, ?, 7th-8th, ?, United-States, <=50K
28, Private, Bachelors, Prof-specialty, United-States, <=50K
27, Private, 12th, Farming-fishing, United-States, <=50K
17, Private, 11th, Handlers-cleaners, Canada, <=50K
35, Self-emp-not-inc, HS-grad, Sales, United-States, >50K
45, Self-emp-not-inc, Some-college, Other-service, United-States, <=50K
44, Private, Bachelors, Adm-clerical, United-States, <=50K
27, Private, Assoc-voc, Other-service, Philippines, <=50K
51, Private, 9th, Craft-repair, United-States, <=50K
49, Private, HS-grad, Other-service, United-States, <=50K
64, Self-emp-not-inc, 10th, Prof-specialty, United-States, >50K
54, Self-emp-not-inc, 7th-8th, Transport-moving, Cuba, <=50K
43, Private, HS-grad, Craft-repair, Mexico, <=50K
32, Private, HS-grad, Craft-repair, United-States, <=50K
36, Private, Assoc-acdm, Sales, United-States, >50K
26, Self-emp-not-inc, HS-grad, Sales, United-States, >50K
37, Private, Bachelors, Exec-managerial, United-States, >50K
38, Private, Assoc-acdm, Adm-clerical, United-States, <=50K
26, Private, 12th, Craft-repair, United-States, <=50K
50, Private, Bachelors, Craft-repair, United-States, >50K
47, Private, Some-college, Craft-repair, United-States, >50K
42, Private, HS-grad, Machine-op-inspct, United-States, <=50K
66, Local-gov, HS-grad, Transport-moving, United-States, <=50K
43, Private, HS-grad, Adm-clerical, United-States, <=50K
37, Private, Bachelors, Prof-specialty, United-States, >50K
37, Private, 10th, Exec-managerial, United-States, <=50K
25, Private, Some-college, Tech-support, United-States, <=50K
29, Private, Bachelors, Craft-repair, United-States, >50K
63, ?, HS-grad, ?, United-States, >50K
50, Self-emp-not-inc, Assoc-acdm, Machine-op-inspct, United-States, >50K
